Country,Area,Geography,Count,Period
Kenya,Elgeyo-Marakwet,KE.EM,-0.646027777777778,1900s
Kenya,Elgeyo-Marakwet,KE.EM,-1.50647222222222,1910s
Kenya,Elgeyo-Marakwet,KE.EM,-0.583722222222224,1920s
Kenya,Elgeyo-Marakwet,KE.EM,-0.683388888888888,1930s
Kenya,Elgeyo-Marakwet,KE.EM,-0.169638888888886,1940s
Kenya,Elgeyo-Marakwet,KE.EM,0.00869444444444411,1950s
Kenya,Elgeyo-Marakwet,KE.EM,-0.25397222222222,1960s
Kenya,Elgeyo-Marakwet,KE.EM,0.0891944444444448,1970s
Kenya,Elgeyo-Marakwet,KE.EM,0.253444444444443,1980s
Kenya,Elgeyo-Marakwet,KE.EM,0.551527777777774,1990s
Kenya,Elgeyo-Marakwet,KE.EM,0.820194444444446,2000s
Kenya,Elgeyo-Marakwet,KE.EM,0.787694444444444,2010s
