Country,Area,Geography,Count,Period
Kenya,Murang'a,KE.MU,-0.690263888888885,1900s
Kenya,Murang'a,KE.MU,-1.45797222222222,1910s
Kenya,Murang'a,KE.MU,-0.505555555555556,1920s
Kenya,Murang'a,KE.MU,-0.601972222222219,1930s
Kenya,Murang'a,KE.MU,-0.127805555555553,1940s
Kenya,Murang'a,KE.MU,0.0521111111111132,1950s
Kenya,Murang'a,KE.MU,-0.218888888888887,1960s
Kenya,Murang'a,KE.MU,0.0657777777777788,1970s
Kenya,Murang'a,KE.MU,0.215277777777778,1980s
Kenya,Murang'a,KE.MU,0.468444444444447,1990s
Kenya,Murang'a,KE.MU,0.634777777777777,2000s
Kenya,Murang'a,KE.MU,0.774027777777778,2010s
