Geography,Count,Period
GH.AH,0.0588333333333324,1900s
GH.AH,0.109361111111113,1910s
GH.AH,-0.202888888888885,1920s
GH.AH,0.484777777777779,1930s
GH.AH,0.113027777777777,1940s
GH.AH,-0.138138888888889,1950s
GH.AH,-0.0566388888888873,1960s
GH.AH,-0.152638888888887,1970s
GH.AH,0.239611111111113,1980s
GH.AH,0.331111111111109,1990s
GH.AH,0.54227777777778,2000s
GH.AH,0.794611111111116,2010s
