Country,Area,Geography,Count,Period
Tunisia,Jendouba,TN.JE,-0.59408333333333,1900s
Tunisia,Jendouba,TN.JE,-0.372305555555552,1910s
Tunisia,Jendouba,TN.JE,-0.162138888888886,1920s
Tunisia,Jendouba,TN.JE,-0.323555555555554,1930s
Tunisia,Jendouba,TN.JE,0.329361111111115,1940s
Tunisia,Jendouba,TN.JE,-0.0407222222222216,1950s
Tunisia,Jendouba,TN.JE,-0.188055555555553,1960s
Tunisia,Jendouba,TN.JE,-0.218305555555556,1970s
Tunisia,Jendouba,TN.JE,0.35852777777778,1980s
Tunisia,Jendouba,TN.JE,0.938861111111112,1990s
Tunisia,Jendouba,TN.JE,1.07369444444444,2000s
Tunisia,Jendouba,TN.JE,1.35619444444444,2010s
