Country,Area,Geography,Count,Period
Tunisia,Siliana,TN.SL,-0.616430555555556,1900s
Tunisia,Siliana,TN.SL,-0.372499999999998,1910s
Tunisia,Siliana,TN.SL,-0.159583333333333,1920s
Tunisia,Siliana,TN.SL,-0.315250000000002,1930s
Tunisia,Siliana,TN.SL,0.305416666666666,1940s
Tunisia,Siliana,TN.SL,-0.0770000000000017,1950s
Tunisia,Siliana,TN.SL,-0.222333333333335,1960s
Tunisia,Siliana,TN.SL,-0.1875,1970s
Tunisia,Siliana,TN.SL,0.372249999999997,1980s
Tunisia,Siliana,TN.SL,0.957416666666663,1990s
Tunisia,Siliana,TN.SL,1.10249999999999,2000s
Tunisia,Siliana,TN.SL,1.40633333333333,2010s
