Geography,Count,Period
GH.EP,0.093944444444439,1900s
GH.EP,0.155416666666663,1910s
GH.EP,-0.134583333333335,1920s
GH.EP,0.490083333333331,1930s
GH.EP,0.139833333333331,1940s
GH.EP,-0.181499999999999,1950s
GH.EP,-0.0502499999999983,1960s
GH.EP,-0.16075,1970s
GH.EP,0.235916666666668,1980s
GH.EP,0.3125,1990s
GH.EP,0.587500000000002,2000s
GH.EP,0.839416666666664,2010s
