Country,Area,Geography,Count,Period
Chad,Lac,TD.LC,0.0021111111111125,1900s
Chad,Lac,TD.LC,0.00136111111111247,1910s
Chad,Lac,TD.LC,0.436694444444444,1920s
Chad,Lac,TD.LC,0.66577777777778,1930s
Chad,Lac,TD.LC,-0.265305555555553,1940s
Chad,Lac,TD.LC,-0.288055555555555,1950s
Chad,Lac,TD.LC,-0.0798055555555521,1960s
Chad,Lac,TD.LC,-5.5555555558584e-05,1970s
Chad,Lac,TD.LC,0.20227777777778,1980s
Chad,Lac,TD.LC,0.422027777777778,1990s
Chad,Lac,TD.LC,0.896694444444445,2000s
Chad,Lac,TD.LC,0.64052777777778,2010s
