Country,Area,Geography,Count,Period
Seychelles,Anse Boileau,SC.AB,-0.348444444444442,1900s
Seychelles,Anse Boileau,SC.AB,-0.0389999999999979,1910s
Seychelles,Anse Boileau,SC.AB,-0.418166666666664,1920s
Seychelles,Anse Boileau,SC.AB,-0.610749999999999,1930s
Seychelles,Anse Boileau,SC.AB,-0.233500000000002,1940s
Seychelles,Anse Boileau,SC.AB,-0.0556666666666636,1950s
Seychelles,Anse Boileau,SC.AB,-0.096,1960s
Seychelles,Anse Boileau,SC.AB,-0.00516666666666409,1970s
Seychelles,Anse Boileau,SC.AB,0.107166666666667,1980s
Seychelles,Anse Boileau,SC.AB,0.23225,1990s
Seychelles,Anse Boileau,SC.AB,0.488416666666669,2000s
Seychelles,Anse Boileau,SC.AB,0.706083333333335,2010s
