Geography,Count,Period
TZ.KM,-0.308875000000004,1900s
TZ.KM,-0.638333333333335,1910s
TZ.KM,-0.274250000000002,1920s
TZ.KM,-0.377250000000003,1930s
TZ.KM,-0.225083333333333,1940s
TZ.KM,-0.0262500000000009,1950s
TZ.KM,-0.149166666666669,1960s
TZ.KM,0.00458333333333271,1970s
TZ.KM,0.214583333333333,1980s
TZ.KM,0.526833333333328,1990s
TZ.KM,0.530416666666667,2000s
TZ.KM,0.549083333333328,2010s
