Geography,Count,Period
ML.MO,-0.307958333333335,1900s
ML.MO,-0.757083333333334,1910s
ML.MO,-0.693416666666671,1920s
ML.MO,0.42608333333333,1930s
ML.MO,-0.0350833333333397,1940s
ML.MO,-0.29033333333334,1950s
ML.MO,-0.168333333333336,1960s
ML.MO,-0.0815833333333344,1970s
ML.MO,0.366749999999999,1980s
ML.MO,0.385083333333334,1990s
ML.MO,0.664333333333328,2000s
ML.MO,0.78683333333333,2010s
