Country,Area,Geography,Count,Period
Tunisia,Kasserine,TN.KS,-0.597874999999998,1900s
Tunisia,Kasserine,TN.KS,-0.405333333333331,1910s
Tunisia,Kasserine,TN.KS,-0.205916666666663,1920s
Tunisia,Kasserine,TN.KS,-0.330499999999997,1930s
Tunisia,Kasserine,TN.KS,0.309000000000001,1940s
Tunisia,Kasserine,TN.KS,-0.064833333333329,1950s
Tunisia,Kasserine,TN.KS,-0.211083333333331,1960s
Tunisia,Kasserine,TN.KS,-0.20308333333333,1970s
Tunisia,Kasserine,TN.KS,0.374166666666667,1980s
Tunisia,Kasserine,TN.KS,0.958750000000002,1990s
Tunisia,Kasserine,TN.KS,1.1,2000s
Tunisia,Kasserine,TN.KS,1.42525,2010s
