Country,Area,Geography,Count,Period
Angola,Cuanza Sul,AO.CS,-0.213388888888886,1900s
Angola,Cuanza Sul,AO.CS,-0.232083333333331,1910s
Angola,Cuanza Sul,AO.CS,-0.199916666666666,1920s
Angola,Cuanza Sul,AO.CS,-0.0271666666666625,1930s
Angola,Cuanza Sul,AO.CS,-0.0414999999999992,1940s
Angola,Cuanza Sul,AO.CS,-0.181333333333331,1950s
Angola,Cuanza Sul,AO.CS,-0.0565833333333323,1960s
Angola,Cuanza Sul,AO.CS,-0.0416666666666643,1970s
Angola,Cuanza Sul,AO.CS,0.149,1980s
Angola,Cuanza Sul,AO.CS,0.134,1990s
Angola,Cuanza Sul,AO.CS,0.225000000000001,2000s
Angola,Cuanza Sul,AO.CS,0.382500000000003,2010s
