Geography,Count,Period
NG.DE,0.0369722222222215,1900s
NG.DE,0.0966111111111125,1910s
NG.DE,-0.0202222222222197,1920s
NG.DE,0.281777777777776,1930s
NG.DE,0.177444444444443,1940s
NG.DE,-0.157138888888887,1950s
NG.DE,-0.00630555555555645,1960s
NG.DE,-0.0986388888888889,1970s
NG.DE,0.106861111111111,1980s
NG.DE,0.181027777777778,1990s
NG.DE,0.523111111111113,2000s
NG.DE,0.702027777777775,2010s
