Country,Area,Geography,Count,Period
Kenya,Kakamega,KE.KK,-0.685986111111109,1900s
Kenya,Kakamega,KE.KK,-1.53683333333333,1910s
Kenya,Kakamega,KE.KK,-0.606999999999999,1920s
Kenya,Kakamega,KE.KK,-0.704916666666665,1930s
Kenya,Kakamega,KE.KK,-0.201749999999997,1940s
Kenya,Kakamega,KE.KK,-0.00466666666666526,1950s
Kenya,Kakamega,KE.KK,-0.255666666666666,1960s
Kenya,Kakamega,KE.KK,0.0836666666666658,1970s
Kenya,Kakamega,KE.KK,0.259499999999999,1980s
Kenya,Kakamega,KE.KK,0.559916666666666,1990s
Kenya,Kakamega,KE.KK,0.843333333333333,2000s
Kenya,Kakamega,KE.KK,0.761166666666667,2010s
