Geography,Count,Period
DZ.AN,-0.597666666666668,1900s
DZ.AN,-0.462527777777779,1910s
DZ.AN,-0.198861111111114,1920s
DZ.AN,-0.368361111111113,1930s
DZ.AN,0.325388888888884,1940s
DZ.AN,-0.018444444444448,1950s
DZ.AN,-0.171944444444445,1960s
DZ.AN,-0.237777777777779,1970s
DZ.AN,0.351805555555554,1980s
DZ.AN,0.903888888888886,1990s
DZ.AN,1.01830555555555,2000s
DZ.AN,1.37947222222221,2010s
