Country,Area,Geography,Count,Period
Niger,Tillabéri,NE.TL,-0.27484722222222,1900s
Niger,Tillabéri,NE.TL,-0.469000000000001,1910s
Niger,Tillabéri,NE.TL,-0.221500000000002,1920s
Niger,Tillabéri,NE.TL,0.650833333333331,1930s
Niger,Tillabéri,NE.TL,-0.101999999999996,1940s
Niger,Tillabéri,NE.TL,-0.360833333333335,1950s
Niger,Tillabéri,NE.TL,-0.00958333333333527,1960s
Niger,Tillabéri,NE.TL,-0.0979166666666628,1970s
Niger,Tillabéri,NE.TL,0.224333333333333,1980s
Niger,Tillabéri,NE.TL,0.393,1990s
Niger,Tillabéri,NE.TL,0.77475,2000s
Niger,Tillabéri,NE.TL,0.779833333333336,2010s
