Geography,Count,Period
DZ.RE,-0.614083333333333,1900s
DZ.RE,-0.72025,1910s
DZ.RE,-0.390833333333333,1920s
DZ.RE,-0.459583333333334,1930s
DZ.RE,0.154333333333333,1940s
DZ.RE,0.0998333333333363,1950s
DZ.RE,-0.174333333333333,1960s
DZ.RE,-0.222583333333332,1970s
DZ.RE,0.262166666666665,1980s
DZ.RE,0.563666666666666,1990s
DZ.RE,0.653416666666668,2000s
DZ.RE,1.1155,2010s
