Country,Area,Geography,Count,Period
Tunisia,Ben Arous,TN.BA,-0.608722222222223,1900s
Tunisia,Ben Arous,TN.BA,-0.339944444444448,1910s
Tunisia,Ben Arous,TN.BA,-0.113944444444445,1920s
Tunisia,Ben Arous,TN.BA,-0.267277777777781,1930s
Tunisia,Ben Arous,TN.BA,0.27847222222222,1940s
Tunisia,Ben Arous,TN.BA,-0.112361111111113,1950s
Tunisia,Ben Arous,TN.BA,-0.21161111111111,1960s
Tunisia,Ben Arous,TN.BA,-0.181111111111114,1970s
Tunisia,Ben Arous,TN.BA,0.356555555555551,1980s
Tunisia,Ben Arous,TN.BA,0.924722222222218,1990s
Tunisia,Ben Arous,TN.BA,1.07505555555555,2000s
Tunisia,Ben Arous,TN.BA,1.39255555555555,2010s
