Country,Area,Geography,Count,Period
Seychelles,Au Cap,SC.LO,-0.346944444444449,1900s
Seychelles,Au Cap,SC.LO,-0.0375000000000014,1910s
Seychelles,Au Cap,SC.LO,-0.416666666666671,1920s
Seychelles,Au Cap,SC.LO,-0.609999999999999,1930s
Seychelles,Au Cap,SC.LO,-0.242500000000003,1940s
Seychelles,Au Cap,SC.LO,-0.0616666666666674,1950s
Seychelles,Au Cap,SC.LO,-0.105000000000003,1960s
Seychelles,Au Cap,SC.LO,0.000833333333332575,1970s
Seychelles,Au Cap,SC.LO,0.111666666666664,1980s
Seychelles,Au Cap,SC.LO,0.244999999999997,1990s
Seychelles,Au Cap,SC.LO,0.496666666666669,2000s
Seychelles,Au Cap,SC.LO,0.715833333333336,2010s
