Country,Area,Geography,Count,Period
Somalia,Awdal,SO.AW,0.122583333333338,1900s
Somalia,Awdal,SO.AW,0.0230833333333357,1910s
Somalia,Awdal,SO.AW,0.0826666666666646,1920s
Somalia,Awdal,SO.AW,0.0663333333333362,1930s
Somalia,Awdal,SO.AW,-0.00299999999999656,1940s
Somalia,Awdal,SO.AW,0.110583333333334,1950s
Somalia,Awdal,SO.AW,-0.168666666666666,1960s
Somalia,Awdal,SO.AW,0.195916666666665,1970s
Somalia,Awdal,SO.AW,0.0756666666666667,1980s
Somalia,Awdal,SO.AW,0.366916666666668,1990s
Somalia,Awdal,SO.AW,0.635750000000001,2000s
Somalia,Awdal,SO.AW,0.806333333333334,2010s
