Country,Area,Geography,Count,Period
Mozambique,Cidade de Maputo,MZ.MC,-0.687027777777775,1900s
Mozambique,Cidade de Maputo,MZ.MC,-0.486416666666666,1910s
Mozambique,Cidade de Maputo,MZ.MC,-0.383583333333334,1920s
Mozambique,Cidade de Maputo,MZ.MC,-0.177416666666669,1930s
Mozambique,Cidade de Maputo,MZ.MC,-0.0352500000000013,1940s
Mozambique,Cidade de Maputo,MZ.MC,-0.0775000000000005,1950s
Mozambique,Cidade de Maputo,MZ.MC,-0.153833333333334,1960s
Mozambique,Cidade de Maputo,MZ.MC,-0.158000000000001,1970s
Mozambique,Cidade de Maputo,MZ.MC,0.411249999999999,1980s
Mozambique,Cidade de Maputo,MZ.MC,0.265833333333333,1990s
Mozambique,Cidade de Maputo,MZ.MC,0.760416666666664,2000s
Mozambique,Cidade de Maputo,MZ.MC,1.03016666666666,2010s
