Country,Area,Geography,Count,Period
Djibouti,Tadjourah,DJ.TA,0.18215277777778,1900s
Djibouti,Tadjourah,DJ.TA,0.041305555555553,1910s
Djibouti,Tadjourah,DJ.TA,0.043305555555559,1920s
Djibouti,Tadjourah,DJ.TA,0.00747222222222276,1930s
Djibouti,Tadjourah,DJ.TA,-0.256861111111106,1940s
Djibouti,Tadjourah,DJ.TA,0.00338888888888888,1950s
Djibouti,Tadjourah,DJ.TA,-0.185444444444442,1960s
Djibouti,Tadjourah,DJ.TA,0.227722222222222,1970s
Djibouti,Tadjourah,DJ.TA,0.0778055555555568,1980s
Djibouti,Tadjourah,DJ.TA,0.420722222222224,1990s
Djibouti,Tadjourah,DJ.TA,0.737055555555556,2000s
Djibouti,Tadjourah,DJ.TA,0.876722222222223,2010s
