Country,Area,Geography,Count,Period
Kenya,West Pokot,KE.WP,-0.595888888888882,1900s
Kenya,West Pokot,KE.WP,-1.44513888888888,1910s
Kenya,West Pokot,KE.WP,-0.575388888888888,1920s
Kenya,West Pokot,KE.WP,-0.676722222222217,1930s
Kenya,West Pokot,KE.WP,-0.180638888888886,1940s
Kenya,West Pokot,KE.WP,-0.0198055555555534,1950s
Kenya,West Pokot,KE.WP,-0.26405555555555,1960s
Kenya,West Pokot,KE.WP,0.0928611111111124,1970s
Kenya,West Pokot,KE.WP,0.27377777777778,1980s
Kenya,West Pokot,KE.WP,0.560611111111111,1990s
Kenya,West Pokot,KE.WP,0.942027777777781,2000s
Kenya,West Pokot,KE.WP,0.823361111111115,2010s
