Country,Area,Geography,Count,Period
Ethiopia,Gambela,ET.GA,-0.0134861111111099,1900s
Ethiopia,Gambela,ET.GA,-0.329833333333333,1910s
Ethiopia,Gambela,ET.GA,-0.0790000000000006,1920s
Ethiopia,Gambela,ET.GA,0.0660833333333315,1930s
Ethiopia,Gambela,ET.GA,-0.444999999999996,1940s
Ethiopia,Gambela,ET.GA,-0.332249999999998,1950s
Ethiopia,Gambela,ET.GA,-0.453416666666665,1960s
Ethiopia,Gambela,ET.GA,0.151833333333332,1970s
Ethiopia,Gambela,ET.GA,0.502416666666665,1980s
Ethiopia,Gambela,ET.GA,0.558416666666666,1990s
Ethiopia,Gambela,ET.GA,1.11608333333333,2000s
Ethiopia,Gambela,ET.GA,0.879749999999997,2010s
