Geography,Count,Period
BF.NO,-0.337222222222219,1900s
BF.NO,-0.726777777777776,1910s
BF.NO,-0.668527777777779,1920s
BF.NO,0.472888888888888,1930s
BF.NO,-0.0866111111111109,1940s
BF.NO,-0.314277777777775,1950s
BF.NO,-0.123194444444447,1960s
BF.NO,-0.0803611111111131,1970s
BF.NO,0.313388888888887,1980s
BF.NO,0.379055555555556,1990s
BF.NO,0.648722222222222,2000s
BF.NO,0.782472222222221,2010s
